device,packet_window,total_bytes,avg_packet_size,max_packet_size,min_packet_size,tcp_ratio,unique_dest_ports,unique_dest_ips,device_type
00:16:6c:ab:6b:88,338,366985,366.985,1236,66,0.382,45,9,IoT
00:16:6c:ab:6b:88,339,346790,346.79,1236,66,0.398,36,10,IoT
00:16:6c:ab:6b:88,340,343636,343.636,1236,66,0.413,41,11,IoT
00:16:6c:ab:6b:88,341,366429,366.429,1236,66,0.389,45,8,IoT
00:16:6c:ab:6b:88,342,374787,374.787,1236,66,0.377,46,6,IoT
00:16:6c:ab:6b:88,343,379968,379.968,1236,66,0.362,41,3,IoT
00:16:6c:ab:6b:88,344,381585,381.585,1236,66,0.353,39,3,IoT
00:16:6c:ab:6b:88,345,373489,373.489,1236,66,0.363,40,7,IoT
00:16:6c:ab:6b:88,346,363311,363.311,1236,66,0.397,46,8,IoT
00:16:6c:ab:6b:88,347,378856,378.856,1236,66,0.357,41,5,IoT
00:16:6c:ab:6b:88,348,379329,379.329,1236,66,0.371,44,3,IoT
00:16:6c:ab:6b:88,349,379032,379.032,1236,66,0.369,44,4,IoT
00:16:6c:ab:6b:88,350,379715,379.715,1236,66,0.365,42,3,IoT
00:16:6c:ab:6b:88,351,381251,381.251,1236,66,0.351,39,3,IoT
00:16:6c:ab:6b:88,352,327747,327.747,1236,66,0.445,39,9,IoT
00:16:6c:ab:6b:88,353,365578,365.578,1236,66,0.38,42,9,IoT
00:16:6c:ab:6b:88,354,378224,378.224,1236,66,0.376,45,3,IoT
00:16:6c:ab:6b:88,355,378206,378.206,1236,66,0.376,42,3,IoT
00:16:6c:ab:6b:88,356,376050,376.05,1236,66,0.359,42,7,IoT
00:16:6c:ab:6b:88,357,377911,377.911,1236,66,0.377,45,3,IoT
00:16:6c:ab:6b:88,358,380854,380.854,1236,66,0.357,40,4,IoT
00:16:6c:ab:6b:88,359,375396,375.396,1236,66,0.392,49,3,IoT
00:16:6c:ab:6b:88,360,380619,380.619,1236,66,0.361,40,3,IoT
00:16:6c:ab:6b:88,361,379339,379.339,1236,66,0.369,43,3,IoT
00:16:6c:ab:6b:88,362,337439,337.439,1236,44,0.33,42,10,IoT
00:16:6c:ab:6b:88,363,366203,366.203,1236,44,0.348,39,4,IoT
00:16:6c:ab:6b:88,364,379111,379.111,1236,66,0.367,42,3,IoT
00:16:6c:ab:6b:88,365,377588,377.588,1236,66,0.378,47,3,IoT
00:16:6c:ab:6b:88,366,380886,380.886,1236,66,0.356,39,3,IoT
00:16:6c:ab:6b:88,367,380835,380.835,1236,66,0.355,39,3,IoT
00:16:6c:ab:6b:88,368,378033,378.033,1236,66,0.377,45,3,IoT
00:16:6c:ab:6b:88,369,379009,379.009,1236,66,0.369,42,3,IoT
00:16:6c:ab:6b:88,370,378447,378.447,1236,66,0.373,44,3,IoT
00:16:6c:ab:6b:88,371,376174,376.174,1236,66,0.378,30,5,IoT
00:16:6c:ab:6b:88,372,381968,381.968,1236,66,0.352,21,3,IoT
00:16:6c:ab:6b:88,373,380540,380.54,1236,66,0.356,21,3,IoT
00:16:6c:ab:6b:88,374,381374,381.374,1236,66,0.354,21,3,IoT
00:16:6c:ab:6b:88,375,379968,379.968,1236,66,0.362,22,3,IoT
00:16:6c:ab:6b:88,376,380554,380.554,1236,66,0.356,21,3,IoT
00:16:6c:ab:6b:88,377,381461,381.461,1236,66,0.351,21,3,IoT
00:16:6c:ab:6b:88,378,382939,382.939,1236,66,0.343,21,3,IoT
00:16:6c:ab:6b:88,379,379446,379.446,1236,66,0.364,22,3,IoT
00:16:6c:ab:6b:88,380,381710,381.71,1236,66,0.348,20,3,IoT
00:16:6c:ab:6b:88,381,380782,380.782,1236,66,0.356,21,3,IoT
00:16:6c:ab:6b:88,382,382334,382.334,1236,66,0.342,19,3,IoT
00:16:6c:ab:6b:88,383,382135,382.135,1236,66,0.345,20,3,IoT
00:16:6c:ab:6b:88,384,381724,381.724,1236,66,0.348,21,3,IoT
00:16:6c:ab:6b:88,385,380705,380.705,1236,66,0.363,23,3,IoT
00:16:6c:ab:6b:88,386,378467,378.467,1236,66,0.371,23,3,IoT
00:16:6c:ab:6b:88,387,377689,377.689,1236,66,0.361,25,5,IoT
00:16:6c:ab:6b:88,388,355580,355.58,1236,66,0.396,24,7,IoT
00:16:6c:ab:6b:88,389,323651,323.651,1236,66,0.451,24,9,IoT
00:16:6c:ab:6b:88,390,358528,358.528,1236,66,0.388,24,8,IoT
00:16:6c:ab:6b:88,391,365617,365.617,1236,66,0.377,24,7,IoT
00:16:6c:ab:6b:88,392,379422,379.422,1236,66,0.368,22,3,IoT
00:16:6c:ab:6b:88,393,380530,380.53,1236,66,0.356,21,3,IoT
00:16:6c:ab:6b:88,394,383633,383.633,1236,66,0.339,19,3,IoT
00:16:6c:ab:6b:88,395,380835,380.835,1236,66,0.355,21,3,IoT
00:16:6c:ab:6b:88,396,374918,374.918,1236,66,0.352,22,6,IoT
00:16:6c:ab:6b:88,397,363902,363.902,1236,66,0.386,24,7,IoT
00:16:6c:ab:6b:88,398,380766,380.766,1236,66,0.356,21,3,IoT
00:16:6c:ab:6b:88,399,351387,351.387,1236,66,0.419,25,7,IoT
00:16:6c:ab:6b:88,400,287737,287.737,1236,66,0.497,20,11,IoT
00:16:6c:ab:6b:88,401,235246,235.246,1236,66,0.552,14,11,IoT
00:16:6c:ab:6b:88,402,284918,284.918,1236,66,0.49,18,10,IoT
00:16:6c:ab:6b:88,403,309281,309.281,1236,66,0.455,20,9,IoT
00:16:6c:ab:6b:88,404,255006,255.006,1236,66,0.534,16,10,IoT
00:16:6c:ab:6b:88,405,238479,238.479,1236,66,0.561,17,11,IoT
00:16:6c:ab:6b:88,406,220856,220.856,1236,66,0.596,16,12,IoT
00:16:6c:ab:6b:88,407,217092,217.092,1236,66,0.592,14,7,IoT
00:16:6c:ab:6b:88,408,278779,278.779,1236,66,0.495,20,11,IoT
00:16:6c:ab:6b:88,409,204295,204.295,1236,66,0.609,12,10,IoT
00:16:6c:ab:6b:88,410,222900,222.9,1236,66,0.588,16,11,IoT
00:16:6c:ab:6b:88,411,363507,363.507,1236,66,0.397,26,7,IoT
00:16:6c:ab:6b:88,412,372912,372.912,1236,66,0.36,22,7,IoT
00:16:6c:ab:6b:88,413,371093,371.093,1236,66,0.383,26,6,IoT
00:16:6c:ab:6b:88,414,368721,368.721,1236,66,0.399,28,6,IoT
00:16:6c:ab:6b:88,415,369625,369.625,1236,66,0.381,26,6,IoT
00:16:6c:ab:6b:88,416,381966,381.966,1236,66,0.352,21,3,IoT
00:16:6c:ab:6b:88,417,370878,370.878,1236,66,0.384,26,6,IoT
00:16:6c:ab:6b:88,418,304096,304.096,1236,66,0.46,19,9,IoT
00:16:6c:ab:6b:88,419,277511,277.511,1236,66,0.513,20,11,IoT
00:16:6c:ab:6b:88,420,289343,289.343,1236,66,0.509,26,9,IoT
00:16:6c:ab:6b:88,421,291150,291.15,1236,66,0.5,22,9,IoT
00:16:6c:ab:6b:88,422,232792,232.792,1236,66,0.58,16,8,IoT
00:16:6c:ab:6b:88,423,191474,191.474,1236,66,0.634,12,9,IoT
00:16:6c:ab:6b:88,424,233817,233.817,1236,66,0.549,12,10,IoT
00:16:6c:ab:6b:88,425,257270,257.27,1236,66,0.544,20,11,IoT
00:16:6c:ab:6b:88,426,276437,276.437,1236,66,0.503,18,12,IoT
00:16:6c:ab:6b:88,427,244915,244.915,1236,66,0.549,16,9,IoT
00:16:6c:ab:6b:88,428,244981,244.981,1236,66,0.541,14,13,IoT
00:16:6c:ab:6b:88,429,294784,294.784,1236,66,0.5,22,9,IoT
00:16:6c:ab:6b:88,430,351059,351.059,1236,66,0.395,23,8,IoT
00:16:6c:ab:6b:88,431,350959,350.959,1236,66,0.395,21,7,IoT
00:16:6c:ab:6b:88,432,380957,380.957,1236,66,0.355,21,3,IoT
00:16:6c:ab:6b:88,433,378403,378.403,1236,66,0.371,23,3,IoT
00:16:6c:ab:6b:88,434,381384,381.384,1236,66,0.354,21,3,IoT
00:16:6c:ab:6b:88,435,378874,378.874,1236,66,0.37,23,3,IoT
00:16:6c:ab:6b:88,436,352842,352.842,1236,66,0.392,22,8,IoT
00:16:6c:ab:6b:88,437,378407,378.407,1236,66,0.373,24,3,IoT
00:16:6c:ab:6b:88,438,381754,381.754,1236,66,0.36,23,3,IoT
00:16:6c:ab:6b:88,439,377897,377.897,1236,66,0.371,24,4,IoT
00:16:6c:ab:6b:88,440,378467,378.467,1236,66,0.371,23,3,IoT
00:16:6c:ab:6b:88,441,384541,384.541,1236,66,0.331,19,3,IoT
00:16:6c:ab:6b:88,442,377846,377.846,1236,66,0.376,26,3,IoT
00:16:6c:ab:6b:88,443,375613,375.613,1236,66,0.395,27,3,IoT
00:16:6c:ab:6b:88,444,362143,362.143,1236,66,0.399,27,7,IoT
00:16:6c:ab:6b:88,445,370494,370.494,1236,66,0.386,26,6,IoT
00:16:6c:ab:6b:88,446,324046,324.046,1236,66,0.44,22,11,IoT
00:16:6c:ab:6b:88,447,311683,311.683,1236,66,0.451,20,11,IoT
00:16:6c:ab:6b:88,448,317664,317.664,1236,66,0.426,20,10,IoT
00:16:6c:ab:6b:88,449,337466,337.466,1236,66,0.43,42,12,IoT
00:16:6c:ab:6b:88,450,339982,339.982,1236,66,0.422,39,12,IoT
00:16:6c:ab:6b:88,451,379488,379.488,1236,66,0.354,40,5,IoT
00:16:6c:ab:6b:88,452,379259,379.259,1236,66,0.367,39,3,IoT
00:16:6c:ab:6b:88,453,379104,379.104,1236,66,0.365,42,4,IoT
00:16:6c:ab:6b:88,454,377501,377.501,1236,66,0.375,46,3,IoT
00:16:6c:ab:6b:88,455,371965,371.965,1236,66,0.379,46,7,IoT
00:16:6c:ab:6b:88,456,342277,342.277,1236,66,0.403,37,9,IoT
00:16:6c:ab:6b:88,457,342846,342.846,1236,66,0.423,45,13,IoT
00:16:6c:ab:6b:88,458,323041,323.041,1236,66,0.443,36,9,IoT
00:16:6c:ab:6b:88,459,319371,319.371,1236,66,0.445,36,13,IoT
00:16:6c:ab:6b:88,460,361445,361.445,1236,66,0.399,46,9,IoT
00:16:6c:ab:6b:88,461,379873,379.873,1236,66,0.363,41,3,IoT
00:16:6c:ab:6b:88,462,340260,340.26,1236,66,0.419,41,13,IoT
00:16:6c:ab:6b:88,463,368067,368.067,1236,66,0.381,43,8,IoT
00:16:6c:ab:6b:88,464,352524,352.524,1236,66,0.404,40,9,IoT
00:16:6c:ab:6b:88,465,336531,336.531,1236,66,0.437,43,9,IoT
00:16:6c:ab:6b:88,466,244852,244.852,1236,66,0.558,25,13,IoT
00:16:6c:ab:6b:88,467,195755,195.755,1236,66,0.629,21,15,IoT
00:16:6c:ab:6b:88,468,225132,225.132,1236,66,0.576,24,16,IoT
00:16:6c:ab:6b:88,469,375281,375.281,1236,66,0.371,44,6,IoT
00:16:6c:ab:6b:88,470,365473,365.473,1236,66,0.373,38,8,IoT
00:16:6c:ab:6b:88,471,398325,398.325,1514,54,0.34,47,10,IoT
00:16:6c:ab:6b:88,472,288591,288.591,1514,54,0.548,36,12,IoT
00:16:6c:ab:6b:88,473,299595,299.595,1514,54,0.519,40,14,IoT
00:16:6c:ab:6b:88,474,265994,265.994,1514,54,0.571,41,10,IoT
00:16:6c:ab:6b:88,475,357045,357.045,1514,54,0.443,56,15,IoT
00:16:6c:ab:6b:88,476,316740,316.74,1514,54,0.491,50,16,IoT
00:16:6c:ab:6b:88,477,269502,269.502,1514,66,0.536,31,15,IoT
00:16:6c:ab:6b:88,478,273782,273.782,1514,66,0.574,42,12,IoT
00:16:6c:ab:6b:88,479,264123,264.123,1514,66,0.547,30,13,IoT
00:16:6c:ab:6b:88,480,317447,317.447,1514,66,0.525,68,14,IoT
00:16:6c:ab:6b:88,481,298212,298.212,1514,66,0.498,35,16,IoT
00:16:6c:ab:6b:88,482,307751,307.751,1514,66,0.488,35,9,IoT
00:16:6c:ab:6b:88,483,269256,269.256,1514,66,0.607,63,13,IoT
00:16:6c:ab:6b:88,484,308994,308.994,1514,66,0.506,48,15,IoT
00:16:6c:ab:6b:88,485,294114,294.114,1514,66,0.502,33,15,IoT
00:16:6c:ab:6b:88,486,466283,466.283,1514,66,0.273,56,11,IoT
00:16:6c:ab:6b:88,487,464889,464.889,1514,66,0.269,58,13,IoT
00:16:6c:ab:6b:88,488,291873,291.873,1514,66,0.513,36,14,IoT
00:16:6c:ab:6b:88,489,279276,279.276,1514,54,0.564,59,13,IoT
00:16:6c:ab:6b:88,490,293348,293.348,1514,66,0.51,33,12,IoT
00:16:6c:ab:6b:88,491,289992,289.992,1514,66,0.552,47,12,IoT
00:16:6c:ab:6b:88,492,286314,286.314,1514,66,0.51,34,11,IoT
00:16:6c:ab:6b:88,493,282582,282.582,1514,66,0.516,32,12,IoT
00:16:6c:ab:6b:88,494,276450,276.45,1514,66,0.536,33,14,IoT
00:16:6c:ab:6b:88,495,352838,352.838,1514,66,0.428,40,13,IoT
00:16:6c:ab:6b:88,496,275624,275.624,1514,66,0.524,33,14,IoT
00:16:6c:ab:6b:88,497,312800,312.8,1514,66,0.488,37,15,IoT
00:16:6c:ab:6b:88,498,242087,242.087,1514,66,0.583,28,10,IoT
00:16:6c:ab:6b:88,499,257003,257.003,1514,66,0.563,31,14,IoT
00:16:6c:ab:6b:88,500,296902,296.902,1514,66,0.506,36,11,IoT
00:16:6c:ab:6b:88,501,289304,289.304,1514,66,0.515,33,17,IoT
00:16:6c:ab:6b:88,502,307219,307.219,1514,54,0.498,39,14,IoT
00:16:6c:ab:6b:88,503,287145,287.145,1514,66,0.521,33,13,IoT
00:16:6c:ab:6b:88,504,263587,263.587,1514,66,0.551,31,12,IoT
00:16:6c:ab:6b:88,505,274499,274.499,1514,54,0.537,32,13,IoT
00:16:6c:ab:6b:88,506,289472,289.472,1514,66,0.504,34,14,IoT
00:16:6c:ab:6b:88,507,312871,312.871,1236,66,0.443,31,13,IoT
00:16:6c:ab:6b:88,508,333437,333.437,1236,66,0.413,32,11,IoT
00:16:6c:ab:6b:88,509,351427,351.427,1236,66,0.381,36,11,IoT
00:16:6c:ab:6b:88,510,383036,383.036,1236,66,0.338,34,3,IoT
00:16:6c:ab:6b:88,511,382221,382.221,1236,66,0.349,38,3,IoT
00:16:6c:ab:6b:88,512,381122,381.122,1236,66,0.344,37,5,IoT
00:16:6c:ab:6b:88,513,349365,349.365,1236,66,0.391,35,9,IoT
00:16:6c:ab:6b:88,514,316944,316.944,1236,66,0.44,32,10,IoT
00:16:6c:ab:6b:88,515,329889,329.889,1236,66,0.419,33,9,IoT
00:16:6c:ab:6b:88,516,360974,360.974,1236,66,0.376,38,7,IoT
00:16:6c:ab:6b:88,517,375628,375.628,1236,66,0.356,41,7,IoT
00:16:6c:ab:6b:88,518,358970,358.97,1236,66,0.376,35,9,IoT
00:16:6c:ab:6b:88,519,348362,348.362,1236,66,0.388,34,8,IoT
00:16:6c:ab:6b:88,520,374887,374.887,1236,66,0.355,36,6,IoT
00:16:6c:ab:6b:88,521,381084,381.084,1236,66,0.352,38,3,IoT
00:16:6c:ab:6b:88,522,382793,382.793,1236,66,0.343,35,3,IoT
00:16:6c:ab:6b:88,523,381808,381.808,1236,66,0.348,37,3,IoT
00:16:6c:ab:6b:88,524,376948,376.948,1236,66,0.342,35,8,IoT
00:16:6c:ab:6b:88,525,366327,366.327,1236,66,0.363,36,8,IoT
00:16:6c:ab:6b:88,526,380829,380.829,1236,66,0.347,40,5,IoT
00:16:6c:ab:6b:88,527,383766,383.766,1236,66,0.336,34,3,IoT
00:16:6c:ab:6b:88,528,374699,374.699,1236,66,0.357,39,7,IoT
00:16:6c:ab:6b:88,529,379074,379.074,1236,66,0.348,39,6,IoT
00:16:6c:ab:6b:88,530,369870,369.87,1236,66,0.364,39,8,IoT
00:16:6c:ab:6b:88,531,352283,352.283,1236,66,0.381,34,9,IoT
00:16:6c:ab:6b:88,532,328265,328.265,1236,66,0.429,36,9,IoT
00:16:6c:ab:6b:88,533,220883,220.883,1236,66,0.605,30,8,IoT
00:16:6c:ab:6b:88,534,173485,173.485,1236,66,0.669,19,10,IoT
00:16:6c:ab:6b:88,535,174740,174.74,1236,66,0.664,16,8,IoT
00:16:6c:ab:6b:88,536,190160,190.16,1514,59,0.668,20,9,IoT
00:16:6c:ab:6b:88,537,727453,727.453,1456,59,0.162,10,9,IoT
00:16:6c:ab:6b:88,538,169916,169.916,1236,66,0.664,15,9,IoT
00:16:6c:ab:6b:88,539,231197,231.197,1236,66,0.591,37,11,IoT
00:16:6c:ab:6b:88,540,318576,318.576,1236,66,0.45,36,10,IoT
00:16:6c:ab:6b:88,541,299758,299.758,1236,66,0.468,31,9,IoT
00:16:6c:ab:6b:88,542,359305,359.305,1236,66,0.379,37,9,IoT
00:16:6c:ab:6b:88,543,382358,382.358,1236,66,0.344,36,3,IoT
00:16:6c:ab:6b:88,544,332623,332.623,1236,66,0.415,34,8,IoT
00:16:6c:ab:6b:88,545,376847,376.847,1236,66,0.345,37,7,IoT
00:16:6c:ab:6b:88,546,329553,329.553,1236,66,0.427,35,9,IoT
00:16:6c:ab:6b:88,547,382896,382.896,1236,66,0.34,36,3,IoT
00:16:6c:ab:6b:88,548,380907,380.907,1236,66,0.342,39,6,IoT
00:16:6c:ab:6b:88,549,382189,382.189,1236,66,0.343,35,3,IoT
00:16:6c:ab:6b:88,550,382458,382.458,1236,66,0.346,36,3,IoT
00:16:6c:ab:6b:88,551,381101,381.101,1236,66,0.353,38,3,IoT
00:16:6c:ab:6b:88,552,383277,383.277,1236,66,0.337,34,3,IoT
00:16:6c:ab:6b:88,553,382793,382.793,1236,66,0.343,35,3,IoT
00:16:6c:ab:6b:88,554,382761,382.761,1236,66,0.343,36,3,IoT
00:16:6c:ab:6b:88,555,382243,382.243,1236,66,0.347,37,3,IoT
00:16:6c:ab:6b:88,556,381492,381.492,1236,66,0.338,39,5,IoT
00:16:6c:ab:6b:88,557,379642,379.642,1236,66,0.356,41,5,IoT
00:16:6c:ab:6b:88,558,380889,380.889,1236,66,0.343,38,6,IoT
00:16:6c:ab:6b:88,559,381216,381.216,1236,66,0.35,37,3,IoT
00:16:6c:ab:6b:88,560,381924,381.924,1236,66,0.35,36,3,IoT
00:16:6c:ab:6b:88,561,381746,381.746,1236,66,0.348,37,3,IoT
00:16:6c:ab:6b:88,562,384309,384.309,1236,66,0.327,33,3,IoT
00:16:6c:ab:6b:88,563,343157,343.157,1236,66,0.407,37,10,IoT
00:16:6c:ab:6b:88,564,272747,272.747,1236,66,0.507,27,11,IoT
00:16:6c:ab:6b:88,565,281099,281.099,1236,66,0.485,28,14,IoT
00:16:6c:ab:6b:88,566,351060,351.06,1236,66,0.392,36,9,IoT
00:16:6c:ab:6b:88,567,309757,309.757,1514,66,0.458,34,13,IoT
00:16:6c:ab:6b:88,568,474125,474.125,1514,54,0.369,67,13,IoT
00:16:6c:ab:6b:88,569,447332,447.332,1514,66,0.384,64,11,IoT
00:16:6c:ab:6b:88,570,467857,467.857,1514,54,0.373,73,10,IoT
00:16:6c:ab:6b:88,571,399820,399.82,1514,66,0.444,57,10,IoT
00:16:6c:ab:6b:88,572,580498,580.498,1514,54,0.247,87,13,IoT
00:16:6c:ab:6b:88,573,616694,616.694,1514,54,0.208,102,11,IoT
00:16:6c:ab:6b:88,574,651720,651.72,1514,66,0.16,97,9,IoT
00:16:6c:ab:6b:88,575,593316,593.316,1514,54,0.233,94,11,IoT
00:16:6c:ab:6b:88,576,429480,429.48,1514,54,0.458,89,11,IoT
00:16:6c:ab:6b:88,577,385461,385.461,1514,54,0.467,60,14,IoT
00:16:6c:ab:6b:88,578,385690,385.69,1514,66,0.464,53,14,IoT
00:16:6c:ab:6b:88,579,396300,396.3,1514,54,0.455,62,14,IoT
00:16:6c:ab:6b:88,580,394383,394.383,1514,66,0.452,55,14,IoT
00:16:6c:ab:6b:88,581,394956,394.956,1514,54,0.458,59,12,IoT
00:16:6c:ab:6b:88,582,416356,416.356,1514,54,0.425,58,10,IoT
00:16:6c:ab:6b:88,583,398192,398.192,1514,66,0.445,57,11,IoT
00:16:6c:ab:6b:88,584,414817,414.817,1514,54,0.425,63,12,IoT
00:16:6c:ab:6b:88,585,407781,407.781,1514,66,0.441,59,16,IoT
00:16:6c:ab:6b:88,586,410907,410.907,1514,54,0.467,77,14,IoT
00:16:6c:ab:6b:88,587,495482,495.482,1514,66,0.36,87,14,IoT
00:16:6c:ab:6b:88,588,414869,414.869,1514,54,0.467,81,12,IoT
00:16:6c:ab:6b:88,589,440110,440.11,1514,66,0.42,72,13,IoT
00:16:6c:ab:6b:88,590,442672,442.672,1514,54,0.396,64,11,IoT
00:16:6c:ab:6b:88,591,382514,382.514,1514,54,0.422,54,10,IoT
00:16:6c:ab:6b:88,592,342466,342.466,1236,66,0.404,33,8,IoT
00:16:6c:ab:6b:88,593,370135,370.135,1236,66,0.359,40,8,IoT
00:16:6c:ab:6b:88,594,382358,382.358,1236,66,0.344,37,3,IoT
00:16:6c:ab:6b:88,595,381314,381.314,1236,66,0.352,38,3,IoT
00:16:6c:ab:6b:88,596,381204,381.204,1236,66,0.352,38,3,IoT
00:16:6c:ab:6b:88,597,382480,382.48,1236,66,0.344,36,3,IoT
00:16:6c:ab:6b:88,598,383206,383.206,1236,66,0.34,35,3,IoT
00:16:6c:ab:6b:88,599,382055,382.055,1236,66,0.347,37,3,IoT
00:16:6c:ab:6b:88,600,382608,382.608,1236,66,0.342,35,3,IoT
00:16:6c:ab:6b:88,601,381969,381.969,1236,66,0.333,35,5,IoT
00:16:6c:ab:6b:88,602,381924,381.924,1236,66,0.35,37,3,IoT
00:16:6c:ab:6b:88,603,382733,382.733,1236,66,0.341,34,3,IoT
00:16:6c:ab:6b:88,604,383397,383.397,1236,66,0.335,33,3,IoT
00:16:6c:ab:6b:88,605,383511,383.511,1236,66,0.339,35,3,IoT
00:16:6c:ab:6b:88,606,382358,382.358,1236,66,0.344,36,3,IoT
00:16:6c:ab:6b:88,607,384125,384.125,1236,66,0.333,33,3,IoT
00:16:6c:ab:6b:88,608,383277,383.277,1236,66,0.337,34,3,IoT
00:16:6c:ab:6b:88,609,380345,380.345,1236,66,0.353,42,5,IoT
00:16:6c:ab:6b:88,610,382559,382.559,1236,66,0.343,37,3,IoT
00:16:6c:ab:6b:88,611,382020,382.02,1236,66,0.35,38,3,IoT
00:16:6c:ab:6b:88,612,378697,378.697,1236,66,0.349,39,6,IoT
00:16:6c:ab:6b:88,613,285673,285.673,1236,66,0.479,29,9,IoT
00:16:6c:ab:6b:88,614,361326,361.326,1236,66,0.376,39,9,IoT
00:16:6c:ab:6b:88,615,375303,375.303,1236,66,0.353,39,7,IoT
00:16:6c:ab:6b:88,616,315134,315.134,1236,66,0.446,32,9,IoT
00:16:6c:ab:6b:88,617,208582,208.582,1236,66,0.606,22,9,IoT
00:16:6c:ab:6b:88,618,233371,233.371,1236,66,0.563,23,8,IoT
00:16:6c:ab:6b:88,619,380431,380.431,1236,66,0.331,36,7,IoT
00:16:6c:ab:6b:88,620,377663,377.663,1236,66,0.353,39,6,IoT
00:16:6c:ab:6b:88,621,381754,381.754,1236,66,0.348,36,3,IoT
00:16:6c:ab:6b:88,622,381065,381.065,1236,66,0.355,39,3,IoT
00:16:6c:ab:6b:88,623,384539,384.539,1236,66,0.329,32,3,IoT
00:16:6c:ab:6b:88,624,383712,383.712,1236,66,0.338,36,3,IoT
00:16:6c:ab:6b:88,625,370319,370.319,1236,66,0.361,39,8,IoT
00:16:6c:ab:6b:88,626,382903,382.903,1236,66,0.343,36,3,IoT
00:16:6c:ab:6b:88,627,382412,382.412,1236,66,0.338,35,5,IoT
00:16:6c:ab:6b:88,628,381525,381.525,1236,66,0.349,37,3,IoT
00:16:6c:ab:6b:88,629,383744,383.744,1236,66,0.338,35,3,IoT
00:16:6c:ab:6b:88,630,381724,381.724,1236,66,0.348,37,3,IoT
00:16:6c:ab:6b:88,631,381713,381.713,1236,66,0.351,37,3,IoT
00:16:6c:ab:6b:88,632,382183,382.183,1236,66,0.345,36,3,IoT
00:16:6c:ab:6b:88,633,382777,382.777,1236,66,0.343,36,3,IoT
00:16:6c:ab:6b:88,634,382602,382.602,1236,66,0.344,35,3,IoT
00:16:6c:ab:6b:88,635,379966,379.966,1236,66,0.337,38,6,IoT
00:16:6c:ab:6b:88,636,383729,383.729,1236,66,0.343,37,3,IoT
00:16:6c:ab:6b:88,637,381464,381.464,1236,66,0.344,36,3,IoT
00:16:6c:ab:6b:88,638,382919,382.919,1236,66,0.341,35,3,IoT
00:16:6c:ab:6b:88,639,382480,382.48,1236,66,0.344,36,3,IoT
00:16:6c:ab:6b:88,640,380946,380.946,1236,66,0.352,39,3,IoT
00:16:6c:ab:6b:88,641,383442,383.442,1236,66,0.342,34,3,IoT
00:16:6c:ab:6b:88,642,383766,383.766,1236,66,0.336,34,3,IoT
00:16:6c:ab:6b:88,643,381634,381.634,1236,66,0.34,38,5,IoT
00:16:6c:ab:6b:88,644,378252,378.252,1236,66,0.354,40,6,IoT
00:16:6c:ab:6b:88,645,383511,383.511,1236,66,0.339,34,3,IoT
00:16:6c:ab:6b:88,646,382480,382.48,1236,66,0.344,36,3,IoT
00:16:6c:ab:6b:88,647,383578,383.578,1236,66,0.336,34,3,IoT
00:16:6c:ab:6b:88,648,382761,382.761,1236,66,0.343,35,3,IoT
00:16:6c:ab:6b:88,649,382480,382.48,1236,66,0.344,36,3,IoT
00:16:6c:ab:6b:88,650,375188,375.188,1236,66,0.356,39,7,IoT
00:16:6c:ab:6b:88,651,348509,348.509,1236,66,0.391,38,10,IoT
00:16:6c:ab:6b:88,652,380577,380.577,1236,66,0.355,41,3,IoT
00:16:6c:ab:6b:88,653,382649,382.649,1236,66,0.351,39,3,IoT
00:16:6c:ab:6b:88,654,383237,383.237,1236,66,0.337,35,3,IoT
00:16:6c:ab:6b:88,655,383380,383.38,1236,66,0.339,37,4,IoT
00:16:6c:ab:6b:88,656,381746,381.746,1236,66,0.348,37,3,IoT
00:16:6c:ab:6b:88,657,379398,379.398,1236,66,0.346,38,6,IoT
00:16:6c:ab:6b:88,658,376007,376.007,1236,66,0.351,37,6,IoT
00:16:6c:ab:6b:88,659,381467,381.467,1236,66,0.346,39,5,IoT
00:16:6c:ab:6b:88,660,383443,383.443,1236,66,0.337,34,3,IoT
00:16:6c:ab:6b:88,661,382793,382.793,1236,66,0.343,36,3,IoT
00:16:6c:ab:6b:88,662,381615,381.615,1236,66,0.349,37,3,IoT
00:16:6c:ab:6b:88,663,382311,382.311,1236,66,0.346,38,4,IoT
00:16:6c:ab:6b:88,664,383750,383.75,1236,66,0.336,34,3,IoT
00:16:6c:ab:6b:88,665,383014,383.014,1236,66,0.34,35,3,IoT
00:16:6c:ab:6b:88,666,383463,383.463,1236,66,0.339,34,3,IoT
00:16:6c:ab:6b:88,667,381815,381.815,1236,66,0.338,36,5,IoT
00:16:6c:ab:6b:88,668,382326,382.326,1236,66,0.344,37,3,IoT
00:16:6c:ab:6b:88,669,382171,382.171,1236,66,0.355,37,3,IoT
00:16:6c:ab:6b:88,670,382785,382.785,1236,66,0.343,36,3,IoT
00:16:6c:ab:6b:88,671,383340,383.34,1236,66,0.339,36,4,IoT
00:16:6c:ab:6b:88,672,382673,382.673,1236,66,0.343,36,3,IoT
00:16:6c:ab:6b:88,673,382028,382.028,1236,66,0.35,38,3,IoT
00:16:6c:ab:6b:88,674,381327,381.327,1236,66,0.349,36,3,IoT
00:16:6c:ab:6b:88,675,381224,381.224,1236,66,0.346,40,5,IoT
00:16:6c:ab:6b:88,676,381862,381.862,1236,66,0.348,36,3,IoT
